Suspect Ghost Tags,,2/27/2024,,,,,,,,,,,
,,,,,,,,,,,,,
Total,Fall 2020,Spring 2021,Summer 2021,Fall 2021,Spring 2022,Fall 2022,Summer 2023,,,,,,
230000228408,1,1,1,0,0,0,1,4,Flag,Not a ghost tag; moving around in the same pool,,,
230000142689,0,0,0,1,1,1,0,3,Flag,Not a ghost tag; multiple movements and detection at HP in May 2022,,,
230000228010,1,0,1,1,0,0,0,3,Flag,Not a ghost tag; recapture in August 22,,,
230000272464,0,0,1,1,1,0,1,4,Flag,"Not a ghost tag; recaptured October 2022, and then seen on WG Biomark, HP, and RB antennas",,,
230000228369,1,1,0,0,0,1,0,3,Flag,"Not a ghost tag; recaptured in October 2021, detected with mobile antenna in October 22",,,
230000228334,1,1,1,1,1,0,0,5,Flag,"Not a ghost tag; recaptured in October 2021, moved upstream after recapture but before mobile detection; moved downstream a riffle between October 2021 and April 2022; not seen since",,,
230000228585,1,1,1,0,1,1,0,5,Flag,Not a ghost tag; recaptured in October 2022,,,
230000228360,0,0,1,1,1,0,0,3,Flag,Not a ghost tag; recaptured in October 2022,,,
230000228495,0,1,1,0,1,0,0,3,Flag,Not a ghost tag; recaptured in October 2022,,,
230000224232,0,0,0,1,1,1,1,4,Flag,"Not a ghost tag; recaptured in October 2022, then upstream on October 22 mobile run",,,
230000228333,1,1,1,0,0,0,0,3,Flag,"Not a ghost tag; recaptured in October 21, not seen again since",,,
230000228351,1,1,0,1,0,0,0,3,Flag,"Not a ghost tag; recaptured in October 21, seen upstream with mobile antennas in October 21, not seen again since",,,
230000228389,0,0,1,1,1,0,1,4,Flag,Not a ghost tag; recaptured in October 22,,,
230000142667,0,0,1,1,1,1,0,4,Flag,"Not a ghost tag; seen at Hitching Post multiple times 9/18-10/6/22, then moved back downstream",,,
230000228032,0,0,1,1,1,0,1,4,Flag,"Not a ghost tag; seen on CF in March 22, detected by mobile antenna in April 2022; fish moves between Fraser and Colorado rivers",,,
230000272614,0,0,1,1,1,0,0,3,Flag,Not a ghost tag; seen on RB antenna in July 2022,,,
230000272337,0,0,1,0,1,1,1,4,Flag,Not a ghost tag; seen on RB antenna in July 2022 before mobile detectionin October 2022,,,
230000272887,0,0,1,0,1,1,0,3,Flag,"Not a ghost tag; seen on RB antenna in May 2022, then upstream on mobile run in October 2022",,,
230000272668,0,0,0,1,1,1,0,3,Flag,Not a ghost tag; seen on RB antenna in November 2022,,,
230000228446,1,1,1,0,1,1,0,5,Flag,"Not a ghost tag; three plus detections in same pool, but multiple pool upstream movement on 10/17/22",,,
226001581552,0,0,1,1,1,1,0,4,Flag,Status unknown; detected at confluence A LOT of times; detected in same spot under highway bridge in CR 7/26/21 through 10/17/22; could be a sculpin in a new home or ghost tag; not added to Ghost Tag list - need field confirmation,,,
230000228037,1,1,0,0,1,0,0,3,Flag,Status unknown; detected in current location only twice (April 21 and April 22); not added to Ghost Tag list - need field confirmation,,,
230000224169,0,0,0,1,1,1,1,4,Flag,"Likely Ghost; tag likely spawned out in October 2021 between release date and mobile run date (""movement"" after this point likely GPS error) - ghost tag date of 10-18-2021",,,
230000228087,1,0,1,0,1,0,1,4,Flag,"Status unknown; initial movement downstream, but back upstream for last two detections in 7/21 and 4/22; not added to Ghost Tag list - need field confirmation",,,
230000272076,0,0,1,1,1,1,0,4,Flag,Status unknown; lived near GP antenna for long time; moved down past red barn in November 21; two detections (4/22 and 10/22) in current location; not added to Ghost Tag list - need field confirmation,,,
230000272735,0,0,1,1,1,0,0,3,Flag,"Status unknown; movement past RB in late 2021, with two detections in same location after; current location is same as prior to movement past RB - maybe just its home location?; not added to Ghost Tag list - need field confirmation",,,
230000228979,1,1,0,0,0,1,0,3,Flag,"Status unknown; moves around in same pool in which it was released, but all movements have been upstream; not added to Ghost Tag list - need field confirmation",,,
230000228414,1,1,1,1,1,1,0,6,Flag,"Status unknown; no recaptures, but some movement (more than GPS error?) in pool and through riffle upstream; could be ghost tag on 4/18/22, but only two detections in current location; not added to Ghost Tag list - need field confirmation",,,
230000228613,1,0,0,1,0,1,0,3,Flag,Status unknown; only seen twice in the current location in October 21 and October 22; not added to Ghost Tag list - need field confirmation,,,
230000228991,1,0,0,1,1,0,0,3,Flag,Status unknown; only two detections below Kinney Creek diversion following one above; not added to Ghost Tag list - need field confirmation,,,
230000142993,0,0,0,1,1,1,1,4,Flag,Status unknown; only two detections in current location; not added to Ghost Tag list - need field confirmation,,,
230000224158,0,0,0,1,1,1,0,3,Flag,Status unknown; only two detections in current location; not added to Ghost Tag list - need field confirmation,,,
230000224556,0,0,1,1,0,1,0,3,Flag,Status unknown; passed RB 9/21; detected only twice in current location (10/21 and 10/22); not added to Ghost Tag list - need field confirmation,,,
230000272038,0,0,1,0,1,1,0,3,Flag,Status unknown; seen on HP in October 2021; detected on mobile runs only twice in current location (April 2022 and October 2022); not added to Ghost Tag list - need field confirmation,,,
230000228356,0,1,1,1,0,0,0,3,Flag,"Status unknown; small fish detected three times in 2021, but not seen since; not added to Ghost Tag list - need field confirmation",,,
230000224449,0,0,1,1,1,1,1,5,Flag,"Status unknown; some detections in same [long] pool, but most recent downstream movement was 170 m (more than flows could push through large pool?); not added to Ghost Tag list - need field confirmation",,,
226001581628,1,0,1,1,0,0,0,3,Flag,"Status unknown; some movement, and only to detections in current location (last seen 10/21); not added to Ghost Tag list - need field confirmation",,,
230000228352,1,0,0,1,0,1,0,3,Flag,Status unknown; some upstream movement between detections; small fish that may still be alive; not added to Ghost Tag list - need field confirmation,,,
230000272867,0,0,1,1,1,1,0,4,Flag,"Status unknown; three detections in one spot, then downstream movement of 210 m in October 2022; not added to Ghost Tag list - need field confirmation",,,
230000229036,0,0,1,1,1,1,1,5,Flag,"Status unknown; Given size at release, fish likely matured and became a spawner in 2022; tag was probably still in a fish living in the pool below red barn on 4-20-22; could have spawed fall 2022 in riffle where tag has been found on 10-19-22 and 7-26-23. Need a third detection in this location to confirm (note high flows did not move tag between October 2022 and July 2023, so it should still be here if a ghost tag)",,,
226001581554,0,0,1,1,0,0,1,3,Flag,Not a ghost tag; upstream movement,,,
230000224357,0,0,0,0,1,1,1,3,Flag,"Not a ghost tag; changed rivers, lots of movement",,,
230000224360,0,0,0,1,1,0,1,3,Flag,"Likely ghost, Mature fish at tagging; likely spawned out tag in October 2021, though hard to tell if before or after 10-19-21 detections (not really a spwning location); best guess is that detection on 4-19-22 is spawning location in good gravel riffle (and ghost date), with downstream movement between 2022 and 2023 caused by high floods in spring 2023",,,
230000224387,0,0,0,0,1,1,1,3,Flag,"Probably not a ghost, downstream movement too great",,,
230000224473,0,0,0,1,1,0,1,3,Flag,Not a ghost,,,
230000228063,0,0,1,1,0,0,1,3,Flag,Not a ghost,,,
230000228065,1,1,0,0,0,0,1,3,Flag,Not a ghost,,,
230000228580,0,0,1,1,0,0,1,3,Flag,Not a ghost,,,
230000228679,0,1,0,0,1,0,1,3,Flag,Not a ghost,,,
230000228728,0,1,0,0,0,1,1,3,Flag,Not a ghost,,,
230000228830,0,1,0,1,0,0,1,3,Flag,Not a ghost,,,
230000228930,0,1,0,1,0,0,1,3,Flag,Not a ghost,,,
230000229042,1,0,1,0,0,0,1,3,Flag,Not a ghost,,,
230000272004,0,0,1,0,0,1,1,3,Flag,"Likely ghost tag; likely died/spawned between 7-28-2021 and 10-19-22 (ghost tag date), with ghost tag moving downstream in spring 2023 flows to new location on 7-26-23; alternative explanation is that it was injured during tagging and drifted downstream into the ""railroad hole"" where it died prior to 7-28-21 (could be the ghost tag date instead) - not a lot of spawning habitat in the 7-28-21 location, so I kind of like this explanation better",,,
230000272033,0,0,0,1,0,1,1,3,Flag,Uncertain; maybe some gps error,,,
230000272064,0,0,0,0,1,1,1,3,Flag,"Not a ghost tag; detections on RB downstream not consistent enough to say the tag just ot ""hung up"" on the antenna",,,
230000272099,0,0,1,0,1,0,1,3,Flag,"Confirmed ghost; Big fish when tagged; upstream movement after release likely back to capture location; likely died/spawned between 7-28-2021 and 4-20-22 (ghost tag date), with ghost tag moving downstream in spring 2023 flows to new location on 7-26-23",,,
230000272230,0,0,1,0,0,1,1,3,Flag,Not a ghost tag,,,
230000272240,0,0,0,1,0,1,1,3,Flag,Not a ghost tag,,,
230000272260,0,0,1,1,0,0,1,3,Flag,Not a ghost tag,,,
230000272360,0,0,1,0,0,1,1,3,Flag,Not a ghost tag,,,
230000272364,0,0,1,0,1,0,1,3,Flag,Not a ghost tag,,,
230000272557,0,0,1,0,1,0,1,3,Flag,"Confirmed Ghost; upstream movement after release likely back to capture location; likely died/spawned between 7-28-2021 and 4-20-22 (ghost tag date), with ghost tag moving downstream in spring 2023 flows to new location on 7-26-23",,,
230000272685,0,0,1,0,1,0,1,3,Flag,Not a ghost tag,,,
230000272699,0,0,0,1,0,1,1,3,Flag,Not a ghost tag,,,
230000272870,0,0,0,1,0,1,1,3,Flag,Not a ghost tag,,,
230000272966,0,0,1,0,0,1,1,3,Flag,Uncertain; ideally would have a dtectoin or 2 more,,,
230000272989,0,0,0,1,0,1,1,3,Flag,Not a ghost tag,,,
